v1,v2,Label
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,FALSE
ham,Sos! Any amount i can get pls.,FALSE
ham,"Playin space poker, u?",FALSE
ham,How come guoyang go n tell her? Then u told her?,FALSE
ham,You need to get up. Now.,FALSE
ham,They r giving a second chance to rahul dengra.,FALSE
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",FALSE
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,FALSE
ham,Y Ì_ wan to go there? C doctor?,FALSE
ham,Does daddy have a bb now.,FALSE
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",TRUE
ham,She's borderline but yeah whatever.,FALSE
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,FALSE
ham,"Until 545 lor... Ya, can go 4 dinner together...",FALSE
ham,I will be gentle princess! We will make sweet gentle love...,FALSE
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,FALSE
ham,"Sorry, went to bed early, nightnight",FALSE
ham,I like to think there's always the possibility of being in a pub later.,FALSE
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),FALSE
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,FALSE
ham,Hi dude hw r u da realy mising u today,FALSE
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,FALSE
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,TRUE
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,FALSE
ham,I knew it... U slept v late yest? Wake up so late...,FALSE
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,FALSE
ham,Where is that one day training:-),FALSE
ham,So i could kiss and feel you next to me...,FALSE
ham,Have a nice day my dear.,FALSE
ham,I sent lanre fakeye's Eckankar details to the mail box,FALSE
ham,Your dad is back in ph?,FALSE
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",TRUE
ham,If you ask her or she say any please message.,FALSE
ham,"If e timing can, then i go w u lor...",FALSE
ham,Love you aathi..love u lot..,FALSE
ham,I was just callin to say hi. Take care bruv!,FALSE
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,TRUE
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,FALSE
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,FALSE
ham,"That's the trouble with classes that go well - you're due a dodgey one ‰Û_ Expecting mine tomo! See you for recovery, same time, same place ",FALSE
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,TRUE
ham,WOT U UP 2 J?,FALSE
ham,"Night night, see you tomorrow",FALSE
ham,Roger that. We‰Û÷re probably going to rem in about 20,FALSE
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,FALSE
ham,I wish u were here. I feel so alone,FALSE
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,TRUE
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,FALSE
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,FALSE
spam,ringtoneking 84484,TRUE
ham,Huh i cant thk of more oredi how many pages do we have?,FALSE
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,FALSE
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,FALSE
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",FALSE
ham,"Whatever, juliana. Do whatever you want.",FALSE
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",FALSE
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,TRUE
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",FALSE
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,FALSE
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,TRUE
ham,I am on the way to ur home,FALSE
ham,"Dizzamn, aight I'll ask my suitemates when I get back",FALSE
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",FALSE
ham,I love to cuddle! I want to hold you in my strong arms right now...,FALSE
ham,R u in this continent?,FALSE
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,FALSE
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,TRUE
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,TRUE
ham,K...k...when will you give treat?,FALSE
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",TRUE
ham,He's just gonna worry for nothing. And he won't give you money its no use.,FALSE
ham,Did you get any gift? This year i didnt get anything. So bad,FALSE
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,FALSE
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,FALSE
ham,", ow u dey.i paid 60,400thousad.i told  u would call .",FALSE
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,FALSE
ham,I'm reaching home in 5 min.,FALSE
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",FALSE
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,FALSE
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",TRUE
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,TRUE
ham,Discussed with your mother ah?,FALSE
ham,Ok.,FALSE
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",FALSE
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,TRUE
ham,In which place i can get rooms cheap:-),FALSE
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,FALSE
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",FALSE
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",TRUE
ham,University of southern california.,FALSE
ham,We have to pick rayan macleran there.,FALSE
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,FALSE
ham,Well. Balls. Time to make calls,FALSE
ham,Wat time Ì_ wan today?,FALSE
ham, &lt;#&gt;  in mca. But not conform.,FALSE
ham,Oh ok.. Wat's ur email?,FALSE
ham,"Yes, princess. Are you going to make me moan?",FALSE
ham,Lol its ok I didn't remember til last nite,FALSE
ham,"[‰Û_] anyway, many good evenings to u! s",FALSE
ham,"Cool, I'll text you in a few",FALSE
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",FALSE
ham,I'm very happy for you babe ! Woo hoo party on dude!,FALSE
ham,I am taking you for italian food. How about a pretty dress with no panties? :),FALSE
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,FALSE
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,TRUE
ham,How are you holding up?,FALSE
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,FALSE
ham,Hope you are not scared!,FALSE
ham,I cant pick the phone right now. Pls send a message,FALSE
ham,I'm at home n ready...,FALSE
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,TRUE
ham,What time do u get out?,FALSE
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,FALSE
ham,"Yes, my reg is  Ciao!",FALSE
ham,If You mean the website. Yes.,FALSE
spam,Win a å£1000 cash prize or a prize worth å£5000,TRUE
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",TRUE
ham,Lol or I could just starve and lose a pound by the end of the day.,FALSE
ham,Yeah that's the impression I got,FALSE
ham,Ok ok take care. I can understand.,FALSE
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",FALSE
ham,"Ya ok, then had dinner?",FALSE
ham,I was slept that time.you there?,FALSE
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,FALSE
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,FALSE
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",FALSE
ham,Noice. Text me when you're here,FALSE
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,FALSE
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,TRUE
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",TRUE
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",FALSE
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,FALSE
ham,How are you. Its been ages. How's abj,FALSE
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,FALSE
ham,Dont kick coco when he's down,FALSE
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,FALSE
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",TRUE
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,TRUE
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,FALSE
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,FALSE
ham,I've reached home n i bathe liao... U can call me now...,FALSE
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,TRUE
ham,Was the actual exam harder than NBME,FALSE
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,FALSE
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",FALSE
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,TRUE
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,FALSE
ham,Gam gone after outstanding innings.,FALSE
ham,O i played smash bros  &lt;#&gt;  religiously.,FALSE
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",FALSE
ham,Hurry home. Soup is DONE!,FALSE
ham,No no. I will check all rooms befor activities,FALSE
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",FALSE
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,FALSE
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",TRUE
ham,Lemme know when you're here,FALSE
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,TRUE
ham,He needs to stop going to bed and make with the fucking dealing,FALSE
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",FALSE
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,TRUE
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",FALSE
ham,I remain unconvinced that this isn't an elaborate test of my willpower,FALSE
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",FALSE
ham,how are you? I miss you!,FALSE
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,FALSE
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?",FALSE
ham,i am going to bed now prin,FALSE
ham,I think just yourself ‰Û_Thanks and see you tomo,FALSE
ham,If u dun drive then how i go 2 sch.,FALSE
ham,I not at home now lei...,FALSE
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,TRUE
ham,Ok then i will come to ur home after half an hour,FALSE
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,TRUE
ham,Do u hav any frnd by name ashwini in ur college?,FALSE
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,FALSE
ham,K then 2marrow are you coming to class.,FALSE
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",TRUE
ham,Pls send me your address sir.,FALSE
ham,I want to lick your pussy now...,FALSE
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",FALSE
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,TRUE
ham,"I'll see, but prolly yeah",FALSE
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,FALSE
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,FALSE
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,FALSE
ham,What you doing?how are you?,FALSE
ham,"Sure thing big man. i have hockey elections at 6, shouldn‰Û÷t go on longer than an hour though",FALSE
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,FALSE
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),FALSE
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",FALSE
ham,Yunny... I'm goin to be late,FALSE
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,FALSE
ham,"Cool, want me to go to kappa or should I meet you outside mu",FALSE
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",FALSE
ham,May b approve panalam...but it should have more posts..,FALSE
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",TRUE
ham,"Sorry, I'll call later",FALSE
ham,I dont thnk its a wrong calling between us,FALSE
ham,Me i'm not workin. Once i get job...,FALSE
ham,And by when you're done I mean now,FALSE
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,FALSE
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,FALSE
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,TRUE
ham,Is it your yahoo boys that bring in the perf? Or legal.,FALSE
ham,No need to say anything to me. I know i am an outsider,FALSE
ham,have you ever had one foot before?,FALSE
ham,Just got to  &lt;#&gt;,FALSE
ham,"Good! No, don‰Û÷t need any receipts‰ÛÓwell done! (‰Û_) Yes, please tell . What‰Û÷s her number, i could ring her",FALSE
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",FALSE
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,FALSE
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),FALSE
ham,Infact happy new year. How are you where are you when are we seeing,FALSE
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",TRUE
ham,That's a shame! Maybe cld meet for few hrs tomo?,FALSE
ham,Lol I would but despite these cramps I like being a girl.,FALSE
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,FALSE
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,FALSE
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,TRUE
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",FALSE
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,FALSE
ham,ÌÏ comin to fetch us oredi...,FALSE
ham,What's nannys address?,FALSE
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",TRUE
ham,Haf u eaten? Wat time u wan me 2 come?,FALSE
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,TRUE
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",FALSE
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,FALSE
ham,It certainly puts things into perspective when something like this happens,FALSE
ham,Now got tv 2 watch meh? U no work today?,FALSE
ham,i felt so...not any conveying reason.. Ese he... What about me?,FALSE
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,TRUE
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,FALSE
ham,I told that am coming on wednesday.,FALSE
ham,"Its ok, called mom instead have fun",FALSE
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",TRUE
ham,Well if I'm that desperate I'll just call armand again,FALSE
ham,Are you at work right now ?,FALSE
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,TRUE
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,FALSE
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",FALSE
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,FALSE
ham,"Sorry, I'll call later",FALSE
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,FALSE
ham,And pls pls drink plenty plenty water,FALSE
ham,How are you doing. How's the queen. Are you going for the royal wedding,FALSE
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,FALSE
ham,Ok lor then we go tog lor...,FALSE
ham,Two teams waiting for some players,FALSE
ham,Can Ì_ send me a copy of da report?,FALSE
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",FALSE
ham,"Ok da, i already planned. I wil pick you.",FALSE
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",TRUE
ham,"Sorry, I'll call later in meeting",FALSE
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,FALSE
ham,I'm good. Have you registered to vote?,FALSE
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",FALSE
ham,Dear got bus directly to calicut,FALSE
ham,Mm umma ask vava also to come tell him can play later together,FALSE
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",FALSE
ham,"Sorry, I'll call later",FALSE
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",FALSE
ham,&lt;#&gt;  w jetton ave if you forgot,FALSE
ham,Ok i'm coming home now.,FALSE
ham,Can not use foreign stamps in this country.,FALSE
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",TRUE
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",FALSE
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,TRUE
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",TRUE
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",TRUE
ham,I will come tomorrow di,FALSE
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,FALSE
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,FALSE
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,FALSE
ham,How are you enjoying this semester? Take care brother.,FALSE
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,TRUE
ham,"Get the door, I'm here",FALSE
ham,"Lets use it next week, princess :)",FALSE
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,FALSE
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,FALSE
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),FALSE
ham,Oi when you gonna ring,FALSE
spam,Missed call alert. These numbers called but left no message. 07008009200,TRUE
ham,I attended but nothing is there.,FALSE
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,FALSE
ham,No dear i was sleeping :-P,FALSE
ham,Er mw im filled tuth is aight,FALSE
ham,Will be office around 4 pm. Now i am going hospital.,FALSE
ham,Actually i'm waiting for 2 weeks when they start putting ad.,FALSE
ham,Anything lor if they all go then i go lor...,FALSE
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,FALSE
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",FALSE
ham,Yo you around? A friend of mine's lookin to pick up later tonight,FALSE
ham,Stupid auto correct on my phone,FALSE
ham,Double eviction this week - Spiral and Michael and good riddance to them!,FALSE
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",FALSE
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",FALSE
ham,Buy one egg for me da..please:),FALSE
ham,Have you started in skye,FALSE
ham,Have you bookedthe hut? And also your time off? How are you by the way?,FALSE
ham,And several to you sir.,FALSE
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,FALSE
ham,I'm at home. Please call,FALSE
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,FALSE
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,FALSE
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,TRUE
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",TRUE
ham,Life style garments account no please.,FALSE
ham,Lol wtf random. Btw is that your lunch break,FALSE
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",FALSE
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",FALSE
ham,Detroit. The home of snow. Enjoy it.,FALSE
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,TRUE
ham,Okie...,FALSE
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",FALSE
ham,Is toshiba portege m100 gd?,FALSE
ham,Well welp is sort of a semiobscure internet thing,FALSE
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,TRUE
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",TRUE
ham,Loosu go to hospital. De dont let it careless.,FALSE
ham,How much for an eighth?,FALSE
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,FALSE
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",FALSE
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,FALSE
ham,"How about clothes, jewelry, and trips?",FALSE
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,TRUE
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,FALSE
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,TRUE
ham,I am late. I will be there at,FALSE
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,FALSE
ham,Are you plans with your family set in stone ?,FALSE
ham,Pls dont forget to study,FALSE
ham,You'll never believe this but i have actually got off at taunton. Wow,FALSE
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",FALSE
